470 Q0 WTX001-B09-36 0 0,306619 QueryExpansion
495 Q0 WTX001-B09-3 2 0,000000 QueryExpansion
495 Q0 WTX001-B09-4 3 0,000000 QueryExpansion
495 Q0 WTX001-B09-5 4 0,000000 QueryExpansion
495 Q0 WTX001-B09-6 5 0,000000 QueryExpansion
495 Q0 WTX001-B09-8 6 0,000000 QueryExpansion
495 Q0 WTX001-B09-9 7 0,000000 QueryExpansion
495 Q0 WTX001-B09-11 8 0,000000 QueryExpansion
495 Q0 WTX001-B09-12 9 0,000000 QueryExpansion
496 Q0 WTX001-B32-164 0 0,098309 QueryExpansion
497 Q0 WTX001-B20-88 0 0,098189 QueryExpansion
497 Q0 WTX001-B17-276 1 0,053971 QueryExpansion
497 Q0 WTX001-B14-75 2 0,053971 QueryExpansion
497 Q0 WTX001-B05-85 3 0,021616 QueryExpansion
497 Q0 WTX001-B40-31 4 0,016866 QueryExpansion
497 Q0 WTX001-B05-89 5 0,013493 QueryExpansion
530 Q0 WTX001-B09-2 0 0,000000 QueryExpansion
530 Q0 WTX001-B09-3 1 0,000000 QueryExpansion
530 Q0 WTX001-B09-5 2 0,000000 QueryExpansion
530 Q0 WTX001-B09-7 3 0,000000 QueryExpansion
530 Q0 WTX001-B09-9 4 0,000000 QueryExpansion
530 Q0 WTX001-B09-10 5 0,000000 QueryExpansion
530 Q0 WTX001-B09-11 6 0,000000 QueryExpansion
530 Q0 WTX001-B09-16 7 0,000000 QueryExpansion
530 Q0 WTX001-B09-18 8 0,000000 QueryExpansion
530 Q0 WTX001-B09-20 9 0,000000 QueryExpansion
498 Q0 WTX001-B09-18 0 0,000000 QueryExpansion
498 Q0 WTX001-B09-28 1 0,000000 QueryExpansion
498 Q0 WTX001-B09-53 2 0,000000 QueryExpansion
498 Q0 WTX001-B09-55 3 0,000000 QueryExpansion
498 Q0 WTX001-B09-74 4 0,000000 QueryExpansion
498 Q0 WTX001-B09-84 5 0,000000 QueryExpansion
498 Q0 WTX001-B09-98 6 0,000000 QueryExpansion
498 Q0 WTX001-B09-103 7 0,000000 QueryExpansion
498 Q0 WTX001-B09-107 8 0,000000 QueryExpansion
498 Q0 WTX001-B09-123 9 0,000000 QueryExpansion
531 Q0 WTX001-B15-35 0 0,255999 QueryExpansion
531 Q0 WTX001-B15-92 1 0,235725 QueryExpansion
531 Q0 WTX001-B15-47 2 0,180512 QueryExpansion
531 Q0 WTX001-B16-91 3 0,126359 QueryExpansion
531 Q0 WTX001-B09-55 4 0,110996 QueryExpansion
531 Q0 WTX001-B33-63 5 0,110996 QueryExpansion
531 Q0 WTX001-B23-307 6 0,110996 QueryExpansion
531 Q0 WTX001-B23-371 7 0,110996 QueryExpansion
531 Q0 WTX001-B20-25 8 0,110996 QueryExpansion
531 Q0 WTX001-B02-119 9 0,110996 QueryExpansion
499 Q0 WTX001-B09-18 0 0,000000 QueryExpansion
499 Q0 WTX001-B09-21 1 0,000000 QueryExpansion
499 Q0 WTX001-B09-28 2 0,000000 QueryExpansion
499 Q0 WTX001-B09-29 3 0,000000 QueryExpansion
499 Q0 WTX001-B09-43 4 0,000000 QueryExpansion
499 Q0 WTX001-B09-59 5 0,000000 QueryExpansion
499 Q0 WTX001-B09-63 6 0,000000 QueryExpansion
499 Q0 WTX001-B09-65 7 0,000000 QueryExpansion
499 Q0 WTX001-B09-74 8 0,000000 QueryExpansion
499 Q0 WTX001-B09-102 9 0,000000 QueryExpansion
532 Q0 WTX001-B18-173 0 0,125475 QueryExpansion
532 Q0 WTX001-B03-351 1 0,125475 QueryExpansion
532 Q0 WTX001-B24-53 2 0,120554 QueryExpansion
532 Q0 WTX001-B41-30 3 0,084388 QueryExpansion
532 Q0 WTX001-B20-147 4 0,084388 QueryExpansion
532 Q0 WTX001-B26-24 5 0,078422 QueryExpansion
532 Q0 WTX001-B25-173 6 0,072332 QueryExpansion
532 Q0 WTX001-B12-463 7 0,062738 QueryExpansion
532 Q0 WTX001-B16-26 8 0,062473 QueryExpansion
532 Q0 WTX001-B30-365 9 0,060277 QueryExpansion
533 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
533 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
533 Q0 WTX001-B09-3 2 0,000000 QueryExpansion
533 Q0 WTX001-B09-4 3 0,000000 QueryExpansion
533 Q0 WTX001-B09-5 4 0,000000 QueryExpansion
533 Q0 WTX001-B09-7 5 0,000000 QueryExpansion
533 Q0 WTX001-B09-8 6 0,000000 QueryExpansion
533 Q0 WTX001-B09-9 7 0,000000 QueryExpansion
533 Q0 WTX001-B09-11 8 0,000000 QueryExpansion
533 Q0 WTX001-B09-14 9 0,000000 QueryExpansion
534 Q0 WTX001-B16-44 0 0,023204 QueryExpansion
534 Q0 WTX001-B43-57 1 0,018502 QueryExpansion
534 Q0 WTX001-B41-92 2 0,015323 QueryExpansion
534 Q0 WTX001-B34-184 3 0,014829 QueryExpansion
534 Q0 WTX001-B43-205 4 0,013722 QueryExpansion
534 Q0 WTX001-B43-47 5 0,012842 QueryExpansion
534 Q0 WTX001-B34-426 6 0,012243 QueryExpansion
534 Q0 WTX001-B35-49 7 0,011751 QueryExpansion
534 Q0 WTX001-B43-284 8 0,011456 QueryExpansion
534 Q0 WTX001-B35-134 9 0,010650 QueryExpansion
535 Q0 WTX001-B43-196 0 0,097710 QueryExpansion
535 Q0 WTX001-B01-189 1 0,053980 QueryExpansion
535 Q0 WTX001-B01-187 2 0,052993 QueryExpansion
535 Q0 WTX001-B44-423 3 0,040332 QueryExpansion
535 Q0 WTX001-B02-78 4 0,037499 QueryExpansion
535 Q0 WTX001-B44-418 5 0,036900 QueryExpansion
535 Q0 WTX001-B04-28 6 0,034783 QueryExpansion
535 Q0 WTX001-B01-180 7 0,034167 QueryExpansion
535 Q0 WTX001-B20-236 8 0,033030 QueryExpansion
535 Q0 WTX001-B34-167 9 0,032656 QueryExpansion
536 Q0 WTX001-B09-18 0 0,000000 QueryExpansion
536 Q0 WTX001-B09-60 1 0,000000 QueryExpansion
536 Q0 WTX001-B09-61 2 0,000000 QueryExpansion
536 Q0 WTX001-B09-66 3 0,000000 QueryExpansion
536 Q0 WTX001-B09-68 4 0,000000 QueryExpansion
536 Q0 WTX001-B09-69 5 0,000000 QueryExpansion
536 Q0 WTX001-B09-71 6 0,000000 QueryExpansion
536 Q0 WTX001-B09-73 7 0,000000 QueryExpansion
536 Q0 WTX001-B09-74 8 0,000000 QueryExpansion
536 Q0 WTX001-B09-82 9 0,000000 QueryExpansion
537 Q0 WTX001-B09-2 0 0,000000 QueryExpansion
537 Q0 WTX001-B09-7 1 0,000000 QueryExpansion
537 Q0 WTX001-B09-9 2 0,000000 QueryExpansion
537 Q0 WTX001-B09-16 3 0,000000 QueryExpansion
537 Q0 WTX001-B09-18 4 0,000000 QueryExpansion
537 Q0 WTX001-B09-21 5 0,000000 QueryExpansion
537 Q0 WTX001-B09-27 6 0,000000 QueryExpansion
537 Q0 WTX001-B09-28 7 0,000000 QueryExpansion
537 Q0 WTX001-B09-30 8 0,000000 QueryExpansion
537 Q0 WTX001-B09-31 9 0,000000 QueryExpansion
538 Q0 WTX001-B18-39 0 0,175545 QueryExpansion
538 Q0 WTX001-B11-152 1 0,070218 QueryExpansion
538 Q0 WTX001-B17-276 2 0,053971 QueryExpansion
538 Q0 WTX001-B36-74 3 0,053971 QueryExpansion
538 Q0 WTX001-B36-62 4 0,035109 QueryExpansion
538 Q0 WTX001-B19-274 5 0,033732 QueryExpansion
539 Q0 WTX001-B15-117 0 0,031663 QueryExpansion
539 Q0 WTX001-B42-225 1 0,028518 QueryExpansion
539 Q0 WTX001-B44-334 2 0,026959 QueryExpansion
539 Q0 WTX001-B44-315 3 0,026804 QueryExpansion
539 Q0 WTX001-B33-220 4 0,025775 QueryExpansion
539 Q0 WTX001-B23-395 5 0,023446 QueryExpansion
539 Q0 WTX001-B23-398 6 0,023446 QueryExpansion
539 Q0 WTX001-B44-330 7 0,022516 QueryExpansion
539 Q0 WTX001-B21-38 8 0,020682 QueryExpansion
539 Q0 WTX001-B42-154 9 0,018900 QueryExpansion
540 Q0 WTX001-B09-12 0 0,000000 QueryExpansion
540 Q0 WTX001-B09-18 1 0,000000 QueryExpansion
540 Q0 WTX001-B09-20 2 0,000000 QueryExpansion
540 Q0 WTX001-B09-21 3 0,000000 QueryExpansion
540 Q0 WTX001-B09-38 4 0,000000 QueryExpansion
540 Q0 WTX001-B09-43 5 0,000000 QueryExpansion
540 Q0 WTX001-B09-44 6 0,000000 QueryExpansion
540 Q0 WTX001-B09-74 7 0,000000 QueryExpansion
540 Q0 WTX001-B09-82 8 0,000000 QueryExpansion
540 Q0 WTX001-B09-90 9 0,000000 QueryExpansion
541 Q0 WTX001-B09-3 0 0,000000 QueryExpansion
541 Q0 WTX001-B09-5 1 0,000000 QueryExpansion
541 Q0 WTX001-B09-18 2 0,000000 QueryExpansion
541 Q0 WTX001-B09-21 3 0,000000 QueryExpansion
541 Q0 WTX001-B09-38 4 0,000000 QueryExpansion
541 Q0 WTX001-B09-41 5 0,000000 QueryExpansion
541 Q0 WTX001-B09-43 6 0,000000 QueryExpansion
541 Q0 WTX001-B09-44 7 0,000000 QueryExpansion
541 Q0 WTX001-B09-54 8 0,000000 QueryExpansion
541 Q0 WTX001-B09-61 9 0,000000 QueryExpansion
542 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
542 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
542 Q0 WTX001-B09-3 2 0,000000 QueryExpansion
542 Q0 WTX001-B09-5 3 0,000000 QueryExpansion
542 Q0 WTX001-B09-7 4 0,000000 QueryExpansion
542 Q0 WTX001-B09-10 5 0,000000 QueryExpansion
542 Q0 WTX001-B09-12 6 0,000000 QueryExpansion
542 Q0 WTX001-B09-16 7 0,000000 QueryExpansion
542 Q0 WTX001-B09-18 8 0,000000 QueryExpansion
542 Q0 WTX001-B09-20 9 0,000000 QueryExpansion
543 Q0 WTX001-B09-74 0 0,000000 QueryExpansion
543 Q0 WTX001-B40-14 1 0,000000 QueryExpansion
543 Q0 WTX001-B40-31 2 0,000000 QueryExpansion
543 Q0 WTX001-B40-32 3 0,000000 QueryExpansion
543 Q0 WTX001-B40-78 4 0,000000 QueryExpansion
543 Q0 WTX001-B40-99 5 0,000000 QueryExpansion
543 Q0 WTX001-B17-54 6 0,000000 QueryExpansion
543 Q0 WTX001-B17-120 7 0,000000 QueryExpansion
543 Q0 WTX001-B05-33 8 0,000000 QueryExpansion
543 Q0 WTX001-B05-38 9 0,000000 QueryExpansion
544 Q0 WTX001-B09-11 0 0,000000 QueryExpansion
544 Q0 WTX001-B09-18 1 0,000000 QueryExpansion
544 Q0 WTX001-B09-27 2 0,000000 QueryExpansion
544 Q0 WTX001-B09-28 3 0,000000 QueryExpansion
544 Q0 WTX001-B09-29 4 0,000000 QueryExpansion
544 Q0 WTX001-B09-30 5 0,000000 QueryExpansion
544 Q0 WTX001-B09-36 6 0,000000 QueryExpansion
544 Q0 WTX001-B09-38 7 0,000000 QueryExpansion
544 Q0 WTX001-B09-43 8 0,000000 QueryExpansion
544 Q0 WTX001-B09-44 9 0,000000 QueryExpansion
545 Q0 WTX001-B09-3 0 0,000000 QueryExpansion
545 Q0 WTX001-B09-12 1 0,000000 QueryExpansion
545 Q0 WTX001-B09-20 2 0,000000 QueryExpansion
545 Q0 WTX001-B09-21 3 0,000000 QueryExpansion
545 Q0 WTX001-B09-27 4 0,000000 QueryExpansion
545 Q0 WTX001-B09-38 5 0,000000 QueryExpansion
545 Q0 WTX001-B09-43 6 0,000000 QueryExpansion
545 Q0 WTX001-B09-50 7 0,000000 QueryExpansion
545 Q0 WTX001-B09-54 8 0,000000 QueryExpansion
545 Q0 WTX001-B09-57 9 0,000000 QueryExpansion
546 Q0 WTX001-B04-48 0 0,058887 QueryExpansion
546 Q0 WTX001-B23-384 1 0,052476 QueryExpansion
546 Q0 WTX001-B02-61 2 0,050202 QueryExpansion
546 Q0 WTX001-B31-242 3 0,049088 QueryExpansion
546 Q0 WTX001-B36-155 4 0,042930 QueryExpansion
546 Q0 WTX001-B04-33 5 0,042424 QueryExpansion
546 Q0 WTX001-B04-34 6 0,035967 QueryExpansion
546 Q0 WTX001-B04-37 7 0,033905 QueryExpansion
546 Q0 WTX001-B03-254 8 0,020198 QueryExpansion
546 Q0 WTX001-B01-70 9 0,015414 QueryExpansion
547 Q0 WTX001-B15-122 0 0,046911 QueryExpansion
547 Q0 WTX001-B21-38 1 0,032435 QueryExpansion
547 Q0 WTX001-B43-383 2 0,031422 QueryExpansion
547 Q0 WTX001-B39-260 3 0,020724 QueryExpansion
547 Q0 WTX001-B03-260 4 0,020697 QueryExpansion
547 Q0 WTX001-B01-250 5 0,019036 QueryExpansion
547 Q0 WTX001-B34-344 6 0,015711 QueryExpansion
547 Q0 WTX001-B48-261 7 0,013798 QueryExpansion
547 Q0 WTX001-B34-417 8 0,013678 QueryExpansion
547 Q0 WTX001-B24-295 9 0,012569 QueryExpansion
548 Q0 WTX001-B09-2 0 0,000000 QueryExpansion
548 Q0 WTX001-B09-10 1 0,000000 QueryExpansion
548 Q0 WTX001-B09-16 2 0,000000 QueryExpansion
548 Q0 WTX001-B09-20 3 0,000000 QueryExpansion
548 Q0 WTX001-B09-21 4 0,000000 QueryExpansion
548 Q0 WTX001-B09-23 5 0,000000 QueryExpansion
548 Q0 WTX001-B09-26 6 0,000000 QueryExpansion
548 Q0 WTX001-B09-28 7 0,000000 QueryExpansion
548 Q0 WTX001-B09-29 8 0,000000 QueryExpansion
548 Q0 WTX001-B09-37 9 0,000000 QueryExpansion
549 Q0 WTX001-B09-4 0 0,000000 QueryExpansion
549 Q0 WTX001-B09-28 1 0,000000 QueryExpansion
549 Q0 WTX001-B09-35 2 0,000000 QueryExpansion
549 Q0 WTX001-B09-43 3 0,000000 QueryExpansion
549 Q0 WTX001-B09-56 4 0,000000 QueryExpansion
549 Q0 WTX001-B09-57 5 0,000000 QueryExpansion
549 Q0 WTX001-B09-61 6 0,000000 QueryExpansion
549 Q0 WTX001-B09-63 7 0,000000 QueryExpansion
549 Q0 WTX001-B09-64 8 0,000000 QueryExpansion
549 Q0 WTX001-B09-65 9 0,000000 QueryExpansion
550 Q0 WTX001-B36-113 0 0,094300 QueryExpansion
550 Q0 WTX001-B35-157 1 0,079766 QueryExpansion
550 Q0 WTX001-B35-275 2 0,071186 QueryExpansion
550 Q0 WTX001-B34-531 3 0,071186 QueryExpansion
550 Q0 WTX001-B35-211 4 0,070824 QueryExpansion
550 Q0 WTX001-B35-311 5 0,070824 QueryExpansion
550 Q0 WTX001-B35-17 6 0,069244 QueryExpansion
550 Q0 WTX001-B35-86 7 0,064382 QueryExpansion
550 Q0 WTX001-B35-10 8 0,061058 QueryExpansion
550 Q0 WTX001-B34-464 9 0,056520 QueryExpansion
451 Q0 WTX001-B09-18 0 0,000000 QueryExpansion
451 Q0 WTX001-B09-21 1 0,000000 QueryExpansion
451 Q0 WTX001-B09-26 2 0,000000 QueryExpansion
451 Q0 WTX001-B09-28 3 0,000000 QueryExpansion
451 Q0 WTX001-B09-37 4 0,000000 QueryExpansion
451 Q0 WTX001-B09-47 5 0,000000 QueryExpansion
451 Q0 WTX001-B09-53 6 0,000000 QueryExpansion
451 Q0 WTX001-B09-136 7 0,000000 QueryExpansion
451 Q0 WTX001-B09-137 8 0,000000 QueryExpansion
451 Q0 WTX001-B09-141 9 0,000000 QueryExpansion
452 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
452 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
452 Q0 WTX001-B09-3 2 0,000000 QueryExpansion
452 Q0 WTX001-B09-4 3 0,000000 QueryExpansion
452 Q0 WTX001-B09-5 4 0,000000 QueryExpansion
452 Q0 WTX001-B09-6 5 0,000000 QueryExpansion
452 Q0 WTX001-B09-7 6 0,000000 QueryExpansion
452 Q0 WTX001-B09-8 7 0,000000 QueryExpansion
452 Q0 WTX001-B09-9 8 0,000000 QueryExpansion
452 Q0 WTX001-B09-10 9 0,000000 QueryExpansion
453 Q0 WTX001-B40-99 0 0,000000 QueryExpansion
453 Q0 WTX001-B17-89 1 0,000000 QueryExpansion
453 Q0 WTX001-B17-104 2 0,000000 QueryExpansion
453 Q0 WTX001-B17-106 3 0,000000 QueryExpansion
453 Q0 WTX001-B17-133 4 0,000000 QueryExpansion
453 Q0 WTX001-B17-137 5 0,000000 QueryExpansion
453 Q0 WTX001-B17-143 6 0,000000 QueryExpansion
453 Q0 WTX001-B17-149 7 0,000000 QueryExpansion
453 Q0 WTX001-B17-153 8 0,000000 QueryExpansion
453 Q0 WTX001-B17-157 9 0,000000 QueryExpansion
454 Q0 WTX001-B32-107 0 0,191412 QueryExpansion
454 Q0 WTX001-B07-151 1 0,147351 QueryExpansion
454 Q0 WTX001-B24-359 2 0,139883 QueryExpansion
454 Q0 WTX001-B49-160 3 0,123106 QueryExpansion
454 Q0 WTX001-B17-3 4 0,098402 QueryExpansion
454 Q0 WTX001-B34-87 5 0,061685 QueryExpansion
454 Q0 WTX001-B44-291 6 0,057251 QueryExpansion
454 Q0 WTX001-B44-491 7 0,044004 QueryExpansion
454 Q0 WTX001-B49-1 8 0,044004 QueryExpansion
454 Q0 WTX001-B43-399 9 0,044004 QueryExpansion
455 Q0 WTX001-B09-5 0 0,000000 QueryExpansion
455 Q0 WTX001-B09-9 1 0,000000 QueryExpansion
455 Q0 WTX001-B09-10 2 0,000000 QueryExpansion
455 Q0 WTX001-B09-11 3 0,000000 QueryExpansion
455 Q0 WTX001-B09-12 4 0,000000 QueryExpansion
455 Q0 WTX001-B09-16 5 0,000000 QueryExpansion
455 Q0 WTX001-B09-18 6 0,000000 QueryExpansion
455 Q0 WTX001-B09-20 7 0,000000 QueryExpansion
455 Q0 WTX001-B09-21 8 0,000000 QueryExpansion
455 Q0 WTX001-B09-24 9 0,000000 QueryExpansion
456 Q0 WTX001-B15-120 0 0,026324 QueryExpansion
456 Q0 WTX001-B09-138 1 0,023508 QueryExpansion
456 Q0 WTX001-B20-188 2 0,022108 QueryExpansion
456 Q0 WTX001-B44-392 3 0,021671 QueryExpansion
456 Q0 WTX001-B22-214 4 0,021228 QueryExpansion
456 Q0 WTX001-B10-85 5 0,020604 QueryExpansion
456 Q0 WTX001-B22-263 6 0,020076 QueryExpansion
456 Q0 WTX001-B36-61 7 0,019690 QueryExpansion
456 Q0 WTX001-B24-372 8 0,019598 QueryExpansion
456 Q0 WTX001-B48-269 9 0,018624 QueryExpansion
457 Q0 WTX001-B35-433 0 0,110441 QueryExpansion
457 Q0 WTX001-B04-51 1 0,082053 QueryExpansion
457 Q0 WTX001-B13-247 2 0,079700 QueryExpansion
457 Q0 WTX001-B20-98 3 0,079168 QueryExpansion
457 Q0 WTX001-B04-114 4 0,075976 QueryExpansion
457 Q0 WTX001-B05-26 5 0,072785 QueryExpansion
457 Q0 WTX001-B13-246 6 0,066817 QueryExpansion
457 Q0 WTX001-B09-155 7 0,061594 QueryExpansion
457 Q0 WTX001-B04-99 8 0,056194 QueryExpansion
457 Q0 WTX001-B35-422 9 0,054100 QueryExpansion
458 Q0 WTX001-B15-61 0 0,109073 QueryExpansion
458 Q0 WTX001-B24-53 1 0,055635 QueryExpansion
458 Q0 WTX001-B24-29 2 0,043430 QueryExpansion
458 Q0 WTX001-B21-158 3 0,032363 QueryExpansion
458 Q0 WTX001-B20-188 4 0,031506 QueryExpansion
458 Q0 WTX001-B15-120 5 0,029721 QueryExpansion
458 Q0 WTX001-B15-129 6 0,029661 QueryExpansion
458 Q0 WTX001-B23-137 7 0,029626 QueryExpansion
458 Q0 WTX001-B47-311 8 0,026094 QueryExpansion
458 Q0 WTX001-B43-11 9 0,026094 QueryExpansion
459 Q0 WTX001-B09-3 0 0,000000 QueryExpansion
459 Q0 WTX001-B09-5 1 0,000000 QueryExpansion
459 Q0 WTX001-B09-11 2 0,000000 QueryExpansion
459 Q0 WTX001-B09-18 3 0,000000 QueryExpansion
459 Q0 WTX001-B09-20 4 0,000000 QueryExpansion
459 Q0 WTX001-B09-24 5 0,000000 QueryExpansion
459 Q0 WTX001-B09-26 6 0,000000 QueryExpansion
459 Q0 WTX001-B09-28 7 0,000000 QueryExpansion
459 Q0 WTX001-B09-30 8 0,000000 QueryExpansion
459 Q0 WTX001-B09-37 9 0,000000 QueryExpansion
460 Q0 WTX001-B34-533 0 0,194660 QueryExpansion
460 Q0 WTX001-B44-486 1 0,147702 QueryExpansion
460 Q0 WTX001-B12-88 2 0,147702 QueryExpansion
460 Q0 WTX001-B11-307 3 0,147702 QueryExpansion
460 Q0 WTX001-B11-31 4 0,137260 QueryExpansion
460 Q0 WTX001-B20-169 5 0,126601 QueryExpansion
460 Q0 WTX001-B49-181 6 0,126601 QueryExpansion
460 Q0 WTX001-B34-627 7 0,126601 QueryExpansion
460 Q0 WTX001-B28-102 8 0,109808 QueryExpansion
460 Q0 WTX001-B29-222 9 0,096082 QueryExpansion
461 Q0 WTX001-B27-305 0 0,209336 QueryExpansion
461 Q0 WTX001-B31-5 1 0,149526 QueryExpansion
461 Q0 WTX001-B23-266 2 0,064048 QueryExpansion
461 Q0 WTX001-B19-173 3 0,062582 QueryExpansion
461 Q0 WTX001-B20-86 4 0,059810 QueryExpansion
461 Q0 WTX001-B12-340 5 0,048626 QueryExpansion
461 Q0 WTX001-B13-46 6 0,048626 QueryExpansion
461 Q0 WTX001-B14-28 7 0,048036 QueryExpansion
461 Q0 WTX001-B16-13 8 0,048036 QueryExpansion
461 Q0 WTX001-B01-4 9 0,045189 QueryExpansion
462 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
462 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
462 Q0 WTX001-B09-3 2 0,000000 QueryExpansion
462 Q0 WTX001-B09-4 3 0,000000 QueryExpansion
462 Q0 WTX001-B09-8 4 0,000000 QueryExpansion
462 Q0 WTX001-B09-9 5 0,000000 QueryExpansion
462 Q0 WTX001-B09-11 6 0,000000 QueryExpansion
462 Q0 WTX001-B09-12 7 0,000000 QueryExpansion
462 Q0 WTX001-B09-14 8 0,000000 QueryExpansion
462 Q0 WTX001-B09-18 9 0,000000 QueryExpansion
464 Q0 WTX001-B09-219 0 0,000000 QueryExpansion
464 Q0 WTX001-B40-31 1 0,000000 QueryExpansion
464 Q0 WTX001-B40-68 2 0,000000 QueryExpansion
464 Q0 WTX001-B40-99 3 0,000000 QueryExpansion
464 Q0 WTX001-B17-1 4 0,000000 QueryExpansion
464 Q0 WTX001-B17-10 5 0,000000 QueryExpansion
464 Q0 WTX001-B17-22 6 0,000000 QueryExpansion
464 Q0 WTX001-B17-42 7 0,000000 QueryExpansion
464 Q0 WTX001-B17-61 8 0,000000 QueryExpansion
464 Q0 WTX001-B17-93 9 0,000000 QueryExpansion
465 Q0 WTX001-B09-50 0 0,000000 QueryExpansion
465 Q0 WTX001-B09-54 1 0,000000 QueryExpansion
465 Q0 WTX001-B09-57 2 0,000000 QueryExpansion
465 Q0 WTX001-B09-59 3 0,000000 QueryExpansion
465 Q0 WTX001-B09-63 4 0,000000 QueryExpansion
465 Q0 WTX001-B09-136 5 0,000000 QueryExpansion
465 Q0 WTX001-B05-1 6 0,000000 QueryExpansion
465 Q0 WTX001-B05-3 7 0,000000 QueryExpansion
465 Q0 WTX001-B05-8 8 0,000000 QueryExpansion
465 Q0 WTX001-B05-17 9 0,000000 QueryExpansion
466 Q0 WTX001-B09-1 0 0,000000 QueryExpansion
466 Q0 WTX001-B09-2 1 0,000000 QueryExpansion
466 Q0 WTX001-B09-4 2 0,000000 QueryExpansion
466 Q0 WTX001-B09-5 3 0,000000 QueryExpansion
466 Q0 WTX001-B09-6 4 0,000000 QueryExpansion
466 Q0 WTX001-B09-8 5 0,000000 QueryExpansion
466 Q0 WTX001-B09-10 6 0,000000 QueryExpansion
466 Q0 WTX001-B09-11 7 0,000000 QueryExpansion
466 Q0 WTX001-B09-12 8 0,000000 QueryExpansion
466 Q0 WTX001-B09-13 9 0,000000 QueryExpansion
467 Q0 WTX001-B09-18 0 0,000000 QueryExpansion
467 Q0 WTX001-B40-15 1 0,000000 QueryExpansion
467 Q0 WTX001-B40-20 2 0,000000 QueryExpansion
467 Q0 WTX001-B40-26 3 0,000000 QueryExpansion
467 Q0 WTX001-B40-30 4 0,000000 QueryExpansion
467 Q0 WTX001-B40-31 5 0,000000 QueryExpansion
467 Q0 WTX001-B40-38 6 0,000000 QueryExpansion
467 Q0 WTX001-B40-61 7 0,000000 QueryExpansion
467 Q0 WTX001-B40-86 8 0,000000 QueryExpansion
467 Q0 WTX001-B40-99 9 0,000000 QueryExpansion
500 Q0 WTX001-B37-115 0 0,095592 QueryExpansion
500 Q0 WTX001-B09-12 1 0,094998 QueryExpansion
500 Q0 WTX001-B04-26 2 0,094998 QueryExpansion
500 Q0 WTX001-B44-293 3 0,082669 QueryExpansion
500 Q0 WTX001-B23-341 4 0,072805 QueryExpansion
500 Q0 WTX001-B31-244 5 0,070402 QueryExpansion
500 Q0 WTX001-B03-140 6 0,070354 QueryExpansion
500 Q0 WTX001-B36-33 7 0,066432 QueryExpansion
500 Q0 WTX001-B43-521 8 0,064960 QueryExpansion
500 Q0 WTX001-B15-162 9 0,063270 QueryExpansion
468 Q0 WTX001-B09-55 0 0,000000 QueryExpansion
468 Q0 WTX001-B09-63 1 0,000000 QueryExpansion
468 Q0 WTX001-B09-74 2 0,000000 QueryExpansion
468 Q0 WTX001-B09-84 3 0,000000 QueryExpansion
468 Q0 WTX001-B09-95 4 0,000000 QueryExpansion
468 Q0 WTX001-B09-103 5 0,000000 QueryExpansion
468 Q0 WTX001-B09-138 6 0,000000 QueryExpansion
468 Q0 WTX001-B09-141 7 0,000000 QueryExpansion
468 Q0 WTX001-B09-145 8 0,000000 QueryExpansion
468 Q0 WTX001-B09-162 9 0,000000 QueryExpansion
501 Q0 WTX001-B09-3 0 0,000000 QueryExpansion
501 Q0 WTX001-B09-14 1 0,000000 QueryExpansion
501 Q0 WTX001-B09-28 2 0,000000 QueryExpansion
501 Q0 WTX001-B09-30 3 0,000000 QueryExpansion
501 Q0 WTX001-B09-38 4 0,000000 QueryExpansion
501 Q0 WTX001-B09-39 5 0,000000 QueryExpansion
501 Q0 WTX001-B09-43 6 0,000000 QueryExpansion
501 Q0 WTX001-B09-48 7 0,000000 QueryExpansion
501 Q0 WTX001-B09-50 8 0,000000 QueryExpansion
501 Q0 WTX001-B09-54 9 0,000000 QueryExpansion
469 Q0 WTX001-B46-247 0 0,047403 QueryExpansion
469 Q0 WTX001-B46-175 1 0,043611 QueryExpansion
469 Q0 WTX001-B23-54 2 0,025744 QueryExpansion
469 Q0 WTX001-B34-344 3 0,024603 QueryExpansion
469 Q0 WTX001-B46-435 4 0,020596 QueryExpansion
469 Q0 WTX001-B26-443 5 0,019683 QueryExpansion
469 Q0 WTX001-B34-306 6 0,014762 QueryExpansion
469 Q0 WTX001-B34-308 7 0,014762 QueryExpansion
469 Q0 WTX001-B38-626 8 0,010298 QueryExpansion
469 Q0 WTX001-B29-268 9 0,005577 QueryExpansion
502 Q0 WTX001-B19-246 0 0,024695 QueryExpansion
502 Q0 WTX001-B01-211 1 0,021325 QueryExpansion
502 Q0 WTX001-B11-198 2 0,017630 QueryExpansion
502 Q0 WTX001-B11-231 3 0,017630 QueryExpansion
502 Q0 WTX001-B16-172 4 0,017340 QueryExpansion
502 Q0 WTX001-B19-274 5 0,016203 QueryExpansion
502 Q0 WTX001-B03-53 6 0,012871 QueryExpansion
502 Q0 WTX001-B49-60 7 0,012083 QueryExpansion
502 Q0 WTX001-B36-74 8 0,011990 QueryExpansion
